href	#3000
href	#4000
href	#5000
href	#6000
href	#7000
href	#8000
href	#Dersler
href	#ProgramYeterlilikleri
href	/
href	/Content/bootstrap.css
href	/DersProgramiRapor/DersProgramiRaporTR/343?Dil=0&AyarID=23
href	/Programlar/Detay/343?AyID=21
href	/Programlar/Detay/343?AyID=23
href	/Programlar/Detay/343?AyID=24
href	/Programlar/Detay/343?AyID=25
href	/Programlar/Detay/343?AyID=26
href	/Programlar/Detay/343?AyID=27
href	/Programlar/Detay/343?AyID=28
href	/Programlar/Detay/343?AyID=29
href	/Programlar/Detay/343?AyID=30
href	/Programlar/Detay/343?AyID=31
href	/Programlar/Detay/343?AyID=32
href	/Programlar/Detay/343?AyID=33
href	/Programlar/DetayENG/343?AyID=33
href	/Programlar/Index/21
href	/Programlar/Index/33
href	/Programlar/Index/41
href	/Programlar/Index/42
href	/Programlar/Index/43
href	/css/site.css
href	http://maxcdn.bootstrapcdn.com/font-awesome/4.2.0/css/font-awesome.min.css
href	https://uludag.edu.tr/
href	https://uludag.edu.tr/tr/bologna
src	//maxcdn.bootstrapcdn.com/bootstrap/3.2.0/js/bootstrap.min.js
src	/Dosyalar/bolognaKoordinatorLogo.png
src	/Scripts/bootstrap.js
src	/Scripts/bootstrap.min.js
src	/Scripts/jquery-2.1.3.js
src	https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js
src	https://uludag.edu.tr/assets/images/buu-mavi-logo.png
